sample	metagenome	unclassified	reads_total	bacteria	archaea	eukaryotes	viruses	pro_all	pro_HL	pro_HLI	pro_HLII	pro_HLIII_HLIV	pro_HLVI	pro_LL	pro_LLI	pro_LLII_LLIII	pro_LLII	pro_LLIII	pro_LLIV	pro_LLVII	pro_LLVIIa	pro_LLVIIb	pro_LLVIIc	pro_LLVIId	pro_LLVIIe	pro_LLVIIf	pro_LL_MIT1223	pel_all	pel_Ia	pel_Ia_BALTIC	pel_Ia_HIMB5	pel_Ia_1	pel_Ia_3	pel_Ia_3a	pel_Ia_3b	pel_Ib	pel_Ib_1	pel_Ib_2	pel_Ib_3	pel_Ic	pel_IIa	pel_IIa_1	pel_IIa_2	pel_IIb	pel_IIIa	pel_IIIb	pel_IV	pel_V	pel_Va	pel_Vb
S0532	simons	19479419	34456367	12866052	1173581	634861	161292	2047947	690995	33752	467356	12467	40177	1336157	887725	145050	107574	31652	49478	196422	57816	40703	37667	22274	10574	2435	14657	2987732	852472	10282	10966	27913	762485	362263	357231	878404	450520	117890	175996	50146	504907	357737	138500	149118	15945	3275	64266	247887	33085	214583
S0533	simons	21743796	35059282	10966759	1984532	181928	55846	239643	27729	2635	15862	1360	5653	209841	47745	33714	26034	6624	30818	87324	32985	15661	13802	8500	4963	1021	2731	2419041	401539	10928	10098	36512	325034	159474	150085	669025	268107	146713	65371	176522	281861	166454	109516	511188	14162	5423	11687	130868	6812	123861
S0534	simons	6515704	13811144	6881866	217005	84855	59012	1874880	1835472	56411	1373886	6497	13756	14308	4746	2436	1786	571	2066	3536	782	541	1232	337	254	44	322	1989736	688260	4744	5937	10673	634816	346792	253077	568889	340478	26236	153250	5672	259334	211541	44211	8653	8795	1184	80097	251286	113282	137809
S0535	simons	11630742	24222325	11771688	438686	190802	97712	3076084	2912601	90134	2180497	10911	24115	122843	54355	18677	14427	3598	15734	27549	8318	4979	5892	3075	1574	330	1319	3406812	1159260	8368	10664	20111	1067051	580211	429216	985249	580597	54970	257150	14833	448666	361929	80568	30631	15146	2208	130428	416731	181228	235176
S0536	simons	15052646	27012361	10081075	1335031	386460	46533	716936	125060	7451	76638	3868	14395	585275	262305	88194	69288	15926	73902	136154	44377	26216	24097	14865	7454	1633	5405	2279498	561110	9075	9358	26987	488756	237537	224892	674281	319155	114659	106179	88123	324397	220202	98000	239573	12093	3435	30039	160390	15383	144823
S0537	simons	10605137	19191209	8061308	285174	99583	83810	2148770	2110952	57034	1618691	9426	15966	12942	4128	2220	1615	522	2228	3021	683	439	1078	290	230	36	254	2884830	1009329	6727	8504	15404	936376	562107	328170	866231	514021	34027	247630	8268	407804	343975	59137	11382	16603	1904	76076	331360	129482	201704
S0538	simons	12901163	24400283	10064908	715070	418942	195483	1910023	188269	21376	93379	9177	34297	1707892	1559422	52006	36906	13215	17303	32938	8320	6788	6952	4183	1956	380	4648	2917533	832610	13174	13076	38302	729063	325028	364304	1039128	551493	166644	140108	67001	340869	242263	92621	174378	12162	3544	54168	178206	12838	165164
S0539	simons	16106677	27654587	9334530	1845192	229874	20463	360938	22833	3672	13372	1223	1563	334780	105214	52669	43136	8052	36203	124631	49553	21286	19005	11766	6821	1383	3646	2184375	434096	10427	9426	33538	357427	168390	169272	593338	256840	109996	67386	175409	233548	159575	69167	387888	12348	4373	15329	129354	8543	120591
S0540	simons	8016629	18543153	9988339	250262	117146	103976	3219257	3163659	78133	2428976	11740	22284	17288	5359	3081	2300	645	2702	4101	921	582	1456	444	292	55	375	2653101	952828	5943	8041	13455	886391	527737	315392	789171	505490	30845	192356	6911	298624	258994	36270	9210	13783	1558	79740	352575	163201	189111
S0541	simons	8868213	18517623	8682959	550943	180860	147342	2544362	1429938	58357	812566	14425	259438	1086430	933498	67111	47768	15178	13028	36771	8934	7392	8001	4841	2258	490	4895	2087200	668545	8570	9200	23579	596232	293085	270983	689544	355457	109789	108973	30166	273479	193888	75133	74749	8868	2357	42171	144494	13542	130805
S0542	simons	5806904	10985673	4317727	701589	93660	16679	200619	11790	1432	5790	1167	2110	187082	54261	29245	23454	4939	23180	71316	28174	12031	11043	6637	4015	904	1955	1049955	226820	4697	4582	14648	191527	93383	87824	310181	135070	60751	39726	56632	132486	86227	43546	154397	5732	1835	7594	60653	3656	56912
S0543	simons	9828022	18570920	7332688	1120847	153419	52292	516203	219703	10905	152561	7587	5983	290751	84698	45604	36523	7784	36027	110502	43506	18825	17119	10390	6367	1353	3156	1804506	408185	7949	7902	24526	347316	173086	155667	537218	237283	100411	75800	88631	237637	154775	78040	240085	9561	3037	18233	105282	8382	96754
S0544	simons	15848294	29261676	11956184	685515	212310	415932	3785940	3371813	144918	2266767	80902	186875	362389	300844	21447	15446	4589	11411	14811	3604	2455	4199	1731	1008	176	1702	3055828	980193	11292	12820	30061	878985	486158	344946	956698	475922	121959	216190	28882	512026	334857	167540	62937	13705	2977	99848	185261	38179	146931
S0545	simons	13655063	25570214	10251355	1349593	141107	71525	250142	26700	2528	14969	4215	3222	221482	101915	25057	19746	4572	20337	65086	23898	11617	10748	6384	3870	778	2122	1864626	468613	8717	8611	26867	402545	194650	187326	597051	279246	119577	71417	67752	222303	155214	63131	179745	9401	2870	17375	145976	8292	137505
S0546	simons	11174607	26384002	14610278	304211	143007	64983	3897307	3825025	79486	2904183	8506	21833	18537	5801	3157	2336	708	2114	4678	969	684	1798	454	331	64	440	4294942	1448645	8272	10496	18323	1345715	848673	427886	1241559	793629	26534	341922	8066	500236	458713	36277	10283	32561	2159	142098	666919	295033	371320
S0547	simons	16560728	28173663	9860509	987555	365399	268665	1995133	268719	29706	118091	15041	65447	1709721	1163342	234960	191389	36981	55696	192976	67517	34489	33893	20276	11109	2212	11128	2145869	575549	10490	10296	30775	496745	232739	238110	760896	375978	140987	93711	53635	234674	162931	67652	136279	9625	2810	40021	163661	10063	153424
S0548	simons	6550461	12618187	4984472	979656	33510	13151	78740	6755	1091	4086	434	696	71340	14665	11700	9306	2053	7977	33486	13342	5680	4984	3128	1967	363	862	1207259	208723	5688	4993	18182	169517	81898	79076	313766	127256	64196	31143	117618	123258	80029	40683	247392	6907	2453	5679	76054	4040	71905
S0549	simons	4569364	9448377	4576496	152035	59587	55360	1189942	1167623	25848	887849	7481	9203	6830	2136	1116	797	283	1090	1684	390	221	622	185	129	19	137	1393022	513756	3062	3977	7105	477238	304938	148668	373863	204125	14287	122958	3606	212140	187488	22219	5204	10985	851	47540	144154	69328	74710
S0550	simons	5796582	10136519	3715247	276898	155465	142053	610108	114074	7682	61206	4680	20805	490463	443380	8797	5071	3199	8066	12294	2934	2434	2597	1583	907	137	3510	857042	215308	3512	3642	9766	187189	90799	85475	270457	133469	43965	43062	15459	152251	89638	59153	44492	4029	995	22172	63725	3626	60026
S0551	simons	10466279	18472464	6836663	584750	262965	232861	1005010	183992	12635	99105	7536	33356	811737	710219	20112	12986	6104	17503	33779	10814	6244	6216	3669	2113	400	6056	1568967	377336	6578	6727	18373	325826	158857	148156	487223	235532	82297	73917	38152	267402	157769	103613	114393	7504	2202	36534	111292	6492	104678
S0552	simons	14584996	27293938	10838744	1417808	198236	132980	1156054	839213	20698	623391	12606	14185	302867	61256	53906	43449	8922	42616	129613	55359	20931	18847	11261	6854	1456	3847	2338915	504968	8919	8511	27167	436314	210837	202607	634423	286591	104358	99731	118932	289226	199700	84245	370353	14669	4068	42760	166998	35490	131346
S0553	simons	13600658	22253240	7325914	608409	401904	214777	1273910	335675	22366	210903	12234	28347	926281	863358	12063	8108	3101	9280	13398	3109	2447	3255	1692	919	154	3206	1717972	474105	6412	6760	17495	419580	208142	187028	485094	248529	69655	89108	19729	370588	226769	136199	45724	9018	1839	38268	142951	12994	129850
S0554	simons	7445082	12868220	4285062	1021075	43693	11016	27487	8000	1036	5011	285	839	19238	4606	2957	2295	552	2905	7869	3006	1261	1369	716	507	88	252	931222	132297	4241	3658	14725	103515	49824	49168	222318	86820	42734	20284	125977	74407	44560	28308	218040	5638	2169	3770	63282	3384	59786
S0555	simons	5803525	13084810	6799382	237005	55837	127712	2045752	1990569	57639	1476298	18158	18072	26909	16333	2505	1797	595	3231	3059	663	424	986	332	295	39	292	1794570	626552	3902	4982	8896	579649	257726	287565	471756	283768	27376	117669	5359	251771	207427	41029	9651	9371	1030	123085	187968	70151	117697
S0556	simons	15630163	26600234	9191039	941582	428173	270125	1617299	525091	24273	334668	12906	41036	1072392	760762	101710	75040	22068	41351	119218	34425	24499	21586	14645	6808	1512	11672	1642672	456919	5051	5289	13142	408645	176999	205487	434732	230328	55699	83229	20995	297875	209886	81894	60721	8882	1646	61043	165497	25659	139673
S0557	simons	14505655	24811239	8408496	1702565	74005	16981	23538	7019	1201	4167	328	1052	16323	3299	2128	1592	461	4634	5574	1950	916	1054	533	348	91	221	1398726	201818	6471	5577	22148	157735	77488	73201	341470	131680	70048	30889	165935	119449	72930	43974	333385	8850	3475	4827	85226	4580	80517
S0558	simons	11995735	22508642	9505847	546984	132489	219017	2475942	2425493	52706	1815876	35150	23188	16806	4752	2688	1886	690	3770	3890	724	467	1628	350	338	48	308	2509248	926059	4791	6293	11426	862215	512696	303991	627094	333037	19005	220261	5520	399845	366756	28923	9284	24763	1513	102654	264627	103946	160484
S0559	simons	8074818	13620429	4600656	427966	211435	234199	666154	156683	8623	66732	5560	51416	502979	359532	48986	32558	14019	15779	54053	14539	11025	11113	6592	3020	630	7874	971234	234969	3858	4151	11129	204131	105168	87702	294016	137141	57365	42539	17311	203280	112262	86140	50925	4592	1304	12200	78445	3035	75331
S0560	simons	9084473	15928767	5730541	961363	73108	17598	58447	7737	955	4496	432	1316	50229	4318	7019	5289	1500	12835	23630	9369	4148	3660	2137	1283	276	589	902629	140655	3905	3677	12447	113448	57818	50092	241960	93755	56082	23268	60298	108038	63380	42077	203519	5714	1871	3606	51089	2546	48475
S0561	simons	10903760	21425892	9722307	376509	178899	151834	3074017	2986230	86673	2188291	22852	26526	40966	24752	3694	2629	919	4271	5314	1055	682	2096	469	451	61	444	2346244	838288	5603	7050	12988	771286	360973	363572	613177	357942	45343	148739	8167	330394	262014	63307	13961	10171	1492	156290	219983	86199	133587
S0562	simons	19027561	36418933	15072470	1223306	710195	193813	1966588	1393056	52426	970730	21875	26748	543337	388399	43340	32546	8732	28095	59985	17391	11916	11004	7591	3499	743	4636	2844049	926567	6878	8307	16552	844025	352407	435020	686452	389676	61541	157129	15236	483979	369609	105535	33499	14686	2145	136342	317582	62073	255206
S0563	simons	6535076	11303766	3918699	708611	70036	25586	73501	9020	728	4497	702	2663	63845	10707	9191	6949	1939	14242	26482	9963	4646	4167	2638	1573	334	857	580005	93024	2542	2373	7957	75250	36910	34460	156893	63517	34840	14940	40735	75404	45572	28000	117229	3480	1147	4151	31988	1790	30144
S0564	simons	11629050	22984675	10566340	347016	209941	141753	2983711	2908631	92495	2167823	13657	23757	33878	18639	3309	2319	852	4325	5037	1027	653	1883	512	426	46	419	2756816	973871	6671	8235	15616	898936	463763	384986	798287	507989	51834	169144	9223	321727	257439	59738	15712	10063	1678	124910	327348	132690	194382
S0565	simons	10676340	20224532	8584427	519574	240466	104783	2084525	1949086	85682	1375707	17517	19723	100748	79000	5179	3829	1132	4497	7282	1817	1157	2194	758	484	87	653	1835453	563459	4671	5401	10950	512186	253729	225941	525728	313228	33113	127952	8056	297428	224104	67948	15258	8970	1293	102282	182822	59156	123498
S0566	simons	9846600	16705298	5413945	1256066	96622	15513	115828	32323	1853	21970	690	1605	82255	9511	11334	8568	2401	18729	38486	14776	6600	5858	3719	2325	487	1102	864883	127175	3807	3236	12457	101016	48637	47411	217460	86024	45090	20589	90183	81497	48610	30857	196503	5443	1874	5371	54936	3631	51205
S0567	simons	8002805	22369002	14127113	76493	83887	22682	255305	237654	30947	164494	623	1160	14928	9534	1113	803	261	1936	1879	431	336	477	294	200	23	127	6443077	2568653	11357	12182	25527	2421615	660384	1646823	1432944	1032223	59960	250007	15844	799310	601295	182026	22227	47091	3499	418999	841574	409074	431958
S0568	simons	16663824	28206057	9037630	1188033	1171838	25963	1265582	149207	19172	94132	1384	3516	1104822	918802	65841	57716	6454	28401	58210	18028	11092	11262	6076	3565	698	2687	2004508	671977	7749	8043	21396	600528	196923	366434	564916	292460	101246	65571	55179	204737	149507	50570	133156	8832	2327	47910	151374	18166	132982
S0569	simons	11920258	19937197	6703875	1130006	108774	8224	9289	4404	783	2932	227	153	4792	1874	773	679	75	1214	788	203	108	225	94	55	18	58	1591254	423807	6797	6978	19518	369288	161195	187126	449979	193789	99049	56892	64377	225371	161967	58324	155199	9068	2327	11103	119016	9828	109031
S0570	simons	9024799	16664374	7341312	93948	133499	28303	1157042	1133905	13299	881407	2426	3877	7629	2550	1043	764	245	1192	1970	389	282	762	236	137	26	126	2311024	689010	4032	5014	8829	641647	299228	310616	620072	396383	15763	167646	5014	338177	309398	23073	6660	39113	1354	89595	396786	161149	235300
S0571	simons	9364138	16168587	5780448	531007	387308	37288	1169977	641032	92789	383859	2223	32807	515060	402169	56380	47722	7037	5216	34114	9026	7117	7373	3671	1840	519	1777	1451529	431845	5000	5051	13415	387529	174605	191413	404119	216509	41205	86241	19302	243099	174899	62682	43427	7455	1484	48793	151922	28333	123474
S0572	simons	13779254	22022818	6778206	1262311	101817	21138	76265	8220	1021	3818	1215	1867	67351	7352	9998	8142	1591	14906	32006	13772	4792	4768	2577	1907	345	773	1142291	203530	5195	4700	16462	166591	71183	86303	277949	105110	61947	26560	113201	121256	76622	41530	240601	7131	2487	4002	59972	3650	56238
S0573	simons	14045714	27464933	11248804	1187743	813842	42294	647477	554815	14887	408196	3299	3407	82203	66491	1984	1403	504	4655	5893	850	1425	1712	959	346	123	261	3237218	996393	10993	11951	27782	894343	382095	458012	1000467	531019	157930	158180	42598	439719	304582	123408	100909	20754	3007	110073	262199	45645	216243
S0574	simons	14786918	29232492	12062508	1325520	874632	45057	790990	673279	17604	493946	3990	3975	105006	87580	2168	1524	541	5044	6127	937	1472	1792	951	319	111	316	3384621	1036059	11215	11903	28516	929681	394145	477835	1047369	560963	164182	161318	44221	456853	317028	127468	104822	21005	3142	108182	283733	48860	234531
S0575	simons	15938635	26250014	7893141	2168787	84060	40261	31292	13021	1348	5337	2579	3555	18032	1753	1613	921	642	8745	5301	1580	746	1330	544	388	79	195	1222039	151887	5418	4398	17314	117388	54757	57401	276016	105104	55038	25390	156469	107967	59773	45353	313745	8384	3135	4864	78028	4299	73613
S0576	simons	8521589	16711068	7338420	508491	233080	36918	206428	159742	10461	116576	453	1416	43490	30134	1719	1356	311	4970	4800	631	1295	1137	901	275	131	201	2284558	839148	8150	8960	20393	763415	302042	419038	693706	383006	120979	92010	20615	218314	164055	49818	43961	9379	1858	87152	213778	44937	168642
S0577	simons	11441053	23703179	10971132	802737	328465	48714	373545	297171	18634	216194	740	2235	71087	56466	1985	1538	377	4882	5193	870	1318	1303	869	280	115	243	3740969	1361890	13558	15088	33973	1235087	507544	657711	1142407	616525	197948	162921	35255	403299	303999	91057	74907	15700	3202	138133	304765	60590	243838
S0578	simons	12601631	26833167	11772839	1903643	384700	29468	83906	57740	4121	41331	415	1008	25016	17875	1537	1289	203	2511	2243	495	441	603	337	145	52	140	3684603	1195805	14234	15617	37263	1070585	466100	543208	1132051	549710	224168	165239	55751	486898	354979	121133	138993	18961	3630	77083	291561	41315	249915
S0579	simons	12314739	24406322	11558649	224630	179993	55934	1525822	1453535	29220	1119060	3061	5942	51709	41286	2041	1372	552	2549	3621	676	497	1477	413	260	47	224	3782707	1124065	8267	9503	19496	1038040	418666	565826	1090580	705220	59931	230237	14612	568676	425507	130704	24143	49629	2692	222628	468187	177987	289823
S0580	simons	11559883	21482735	9142953	434608	193580	69097	1915390	1603511	61058	1176401	4149	12435	284260	251996	8921	6990	1627	4554	9754	2318	1762	2815	1123	517	119	554	2114765	639276	5305	6014	12800	584291	246012	305213	603150	374356	42839	122059	11282	317966	232555	77480	22238	16383	1731	103783	254394	62435	191711
S0581	simons	11849244	19433204	6341716	1094019	69005	7997	42697	4675	1012	2681	211	422	37634	2760	4854	3691	1013	7452	20754	8357	3297	3170	1819	1348	249	496	782188	111676	3699	2946	11090	88355	41229	42899	189070	73906	40586	17164	93486	68609	39424	27415	170893	5383	1893	2836	60129	3342	56697
S0582	simons	9488002	14432876	4612325	114022	170373	19048	573425	504176	18878	380395	1368	2167	61996	54464	1152	814	277	2025	2391	478	446	716	320	181	55	125	1819770	567857	5391	6098	14002	517841	217265	274024	576029	350825	63387	93754	14409	254279	170254	78172	29597	12230	1510	96865	151330	44262	106940
S0583	simons	9590289	22358578	11421499	1063835	151795	34776	1661194	1161871	50605	863096	4082	6754	479527	438211	9562	7850	1404	5921	12919	3858	2457	2615	1470	756	192	712	3613774	1013278	13107	13867	36058	904753	402595	455017	1167106	615169	186965	181023	57487	525123	348348	164148	144652	23892	3829	96744	323333	49898	273137
S0584	simons	10441343	20653971	8595464	1363997	156887	13481	21889	9638	1129	6137	1094	376	12017	7608	1296	1124	146	1547	1197	293	228	337	135	97	19	86	2402545	644333	9299	9763	25883	566829	257155	277130	754379	354370	148385	110030	62539	341629	233811	99044	159990	15510	2969	32912	186695	21053	165392
S0585	simons	11505501	18562956	6495423	254137	244205	14027	371156	262211	26290	179834	732	1825	104182	95979	1380	1101	224	1847	2150	389	457	616	301	150	43	153	2331335	802627	7876	8272	19293	727693	294557	390859	722340	431804	91649	106346	19610	267201	196733	64403	40236	10498	1888	114584	186045	44639	141177
S0586	simons	10953842	19810329	7210218	999158	541999	15618	278027	117061	10873	79219	749	1251	157803	145838	2278	1932	272	2523	2833	730	540	650	370	196	43	189	2064872	630680	8238	8623	21301	559879	247065	279379	645230	317815	115438	99285	34718	283359	207914	68449	86018	11097	2319	40905	158433	19756	138450
S0587	simons	15906594	29106523	10803422	2142203	110757	14917	15082	7515	1323	4768	609	368	7426	2658	1091	907	145	1876	1572	416	252	413	183	141	29	92	2318063	519807	9809	9372	28618	445008	202362	217421	648343	282534	133422	79005	155847	271033	181162	82812	315054	13960	4032	17973	157757	12599	144905
S0588	simons	3673038	11004017	7255514	23139	26951	2916	37974	35371	1115	28086	121	193	2158	617	345	248	83	412	663	158	128	163	96	60	22	45	3934908	1945493	4608	4026	9631	1857866	375500	1399989	433213	281953	6697	128781	3948	298073	284735	9078	3795	40133	1502	27446	1030855	569434	460727
S0589	simons	12103449	26153375	11571536	1091784	432543	779444	2310604	362154	30214	206737	4120	53039	1928884	1778277	40005	32381	6006	25560	34259	9120	5987	8425	3611	2578	359	2689	3018014	841842	13892	13703	40879	730938	297085	391639	928788	433992	184989	107398	76943	491077	361350	119180	232455	13550	4124	35793	157313	10952	146153
